id sensor;temperatura;humedad;ph;precipitacion;nombre;latitud;longitud
2;47.8;11.2;6.4;44.9;Sensor C;42.4;-85.3728
4;47.3;11.8;7.8;44.4;Sensor E;42.4;-85.3728
2;40.4;14.1;6.2;41.6;Sensor C;42.4;-85.3728
2;40.9;11.4;6.8;44.8;Sensor C;42.4;-85.3728
0;44.1;14.3;6.7;42.2;Sensor A;42.4;-85.3728
1;42.7;14.8;7;43.5;Sensor B;42.4;-85.3728
2;40.2;12.2;8;46;Sensor C;42.4;-85.3728
2;40.1;15.3;5.6;35.5;Sensor C;42.4;-85.3728
1;49.8;11.9;6.5;41.8;Sensor B;42.4;-85.3728
3;43.9;12.4;7.9;43.8;Sensor D;42.4;-85.3728
2;44;11.1;7;48.3;Sensor C;42.4;-85.3728
2;49.6;15.3;5.7;39.8;Sensor C;42.4;-85.3728
2;40.4;14.1;6.3;43.7;Sensor C;42.4;-85.3728
0;40.2;10.6;6.1;40.2;Sensor A;42.4;-85.3728
2;44.1;10.7;5.6;35.4;Sensor C;42.4;-85.3728
3;46.1;12.2;7.2;46.1;Sensor D;42.4;-85.3728
2;46.4;14.9;6.7;41;Sensor C;42.4;-85.3728
1;43;13.2;7.4;44.9;Sensor B;42.4;-85.3728
0;48.1;10.1;7.8;47.1;Sensor A;42.4;-85.3728
3;44.3;10.1;6.8;48.1;Sensor D;42.4;-85.3728
1;44.1;15;5.8;38.9;Sensor B;42.4;-85.3728
3;41.3;11.4;6.4;40.4;Sensor D;42.4;-85.3728
1;49.1;12.2;7.1;48.8;Sensor B;42.4;-85.3728
1;44.7;15.4;7.9;41.7;Sensor B;42.4;-85.3728
2;46.6;12.1;6.6;49.4;Sensor C;42.4;-85.3728
1;44.2;13.8;6.3;40.7;Sensor B;42.4;-85.3728
1;46.8;15.2;6.7;39.4;Sensor B;42.4;-85.3728
2;45.6;11.2;7.3;36.5;Sensor C;42.4;-85.3728
0;40.2;15.2;6;43.5;Sensor A;42.4;-85.3728
2;41.8;14;5.7;47.7;Sensor C;42.4;-85.3728
3;42.7;10.9;7.8;39.2;Sensor D;42.4;-85.3728
1;45.1;10.6;6.4;46.9;Sensor B;42.4;-85.3728
0;41.5;14.4;5.7;45.4;Sensor A;42.4;-85.3728
2;40.5;13.2;5.9;38;Sensor C;42.4;-85.3728
2;49.3;13.4;7.8;48;Sensor C;42.4;-85.3728
4;41.5;11.8;7.2;40;Sensor E;42.4;-85.3728
4;41.7;15.2;5.6;43.6;Sensor E;42.4;-85.3728
1;44.1;14;6.3;35.2;Sensor B;42.4;-85.3728
3;46.1;12.9;7.8;49.4;Sensor D;42.4;-85.3728
4;41.1;12;6.1;44.2;Sensor E;42.4;-85.3728
3;45.1;11;6.2;48.8;Sensor D;42.4;-85.3728
3;47.4;15;7.3;42.9;Sensor D;42.4;-85.3728
1;43.2;14.6;5.8;41.1;Sensor B;42.4;-85.3728
0;42.7;15.3;6.3;41.4;Sensor A;42.4;-85.3728
4;47.2;13.1;7.1;38.2;Sensor E;42.4;-85.3728
4;45;10.3;6.6;39.1;Sensor E;42.4;-85.3728
4;42.8;13.1;6.2;38.3;Sensor E;42.4;-85.3728
4;49.9;12.5;6.8;41.1;Sensor E;42.4;-85.3728
1;42.4;10.6;6.5;48.8;Sensor B;42.4;-85.3728
3;44.9;15.4;7.6;40.4;Sensor D;42.4;-85.3728
2;44.1;12.6;6.9;43.6;Sensor C;42.4;-85.3728
1;43.4;14;6.8;39.3;Sensor B;42.4;-85.3728
2;46.5;11.4;5.8;48.9;Sensor C;42.4;-85.3728
3;49.7;10.7;6.2;42.2;Sensor D;42.4;-85.3728
1;42.9;15;6.6;41.7;Sensor B;42.4;-85.3728
4;45.1;12.9;7.7;40.7;Sensor E;42.4;-85.3728
4;41.7;14.9;5.9;44.5;Sensor E;42.4;-85.3728
0;46.9;15.4;6;44.9;Sensor A;42.4;-85.3728
3;45;11.2;7.7;46.1;Sensor D;42.4;-85.3728
0;44.6;12;5.8;45.5;Sensor A;42.4;-85.3728
1;47.6;14;7.8;35.7;Sensor B;42.4;-85.3728
0;43;12.1;7.5;42.5;Sensor A;42.4;-85.3728
2;46.6;11.7;6;35.6;Sensor C;42.4;-85.3728
0;47.6;12.8;7.4;36.7;Sensor A;42.4;-85.3728
4;41.5;12.5;6.1;39.1;Sensor E;42.4;-85.3728
1;43.9;12.1;7;38.4;Sensor B;42.4;-85.3728
0;49.5;10;5.7;37.9;Sensor A;42.4;-85.3728
3;43.8;14.8;6.5;40.8;Sensor D;42.4;-85.3728
2;49.4;14.2;7.6;38.9;Sensor C;42.4;-85.3728
1;43.4;14.2;7.9;41.1;Sensor B;42.4;-85.3728
2;49.1;12.1;6.3;36.2;Sensor C;42.4;-85.3728
3;48.6;13.9;7.2;47.7;Sensor D;42.4;-85.3728
2;44.4;13.7;7.5;39;Sensor C;42.4;-85.3728
4;40.9;10;7.6;44.2;Sensor E;42.4;-85.3728
3;48.8;10.5;7.9;39.1;Sensor D;42.4;-85.3728
2;43.5;13.3;7.2;40.1;Sensor C;42.4;-85.3728
0;47;11.8;7.8;41.3;Sensor A;42.4;-85.3728
3;48.4;10.9;5.8;38.5;Sensor D;42.4;-85.3728
4;46.5;12.4;7.7;47.1;Sensor E;42.4;-85.3728
0;46.5;11.4;6.7;49.7;Sensor A;42.4;-85.3728
3;22.6;63.7;5.7;87.8;Sensor D;42.4;-85.3728
1;26.1;71.6;6.9;102.3;Sensor B;42.4;-85.3728
3;23.6;71.6;6.7;66.7;Sensor D;42.4;-85.3728
3;20;57.7;6.6;60.7;Sensor D;42.4;-85.3728
0;18.5;62.7;6;65.4;Sensor A;42.4;-85.3728
3;21.8;57.8;6.2;102.1;Sensor D;42.4;-85.3728
2;25.6;66.5;6;105.5;Sensor C;42.4;-85.3728
2;25.2;66.7;5.9;78.1;Sensor C;42.4;-85.3728
3;20.4;62.6;5.9;65.3;Sensor D;42.4;-85.3728
3;24.9;66.8;5.8;109.2;Sensor D;42.4;-85.3728
4;23.3;73.5;5.9;94.3;Sensor E;42.4;-85.3728
1;24.8;68.4;6.5;74.1;Sensor B;42.4;-85.3728
3;22.3;58.8;7;63.9;Sensor D;42.4;-85.3728
1;18.9;65.8;6.1;94.8;Sensor B;42.4;-85.3728
2;25.2;60.2;5.9;72.1;Sensor C;42.4;-85.3728
1;18.3;55.3;6.2;63.7;Sensor B;42.4;-85.3728
2;24.6;70.4;6.6;104.2;Sensor C;42.4;-85.3728
2;25.1;65.3;6;76.7;Sensor C;42.4;-85.3728
1;23.1;60.1;6;65.5;Sensor B;42.4;-85.3728
0;18.1;62.9;6.3;84.2;Sensor A;42.4;-85.3728
1;24.9;73.8;6.6;79.7;Sensor B;42.4;-85.3728
2;18.1;71.1;5.6;88.1;Sensor C;42.4;-85.3728
3;18.3;66.7;6.8;81;Sensor D;42.4;-85.3728
3;18.8;58.8;5.7;79.8;Sensor D;42.4;-85.3728
3;25.7;67.2;5.5;74.5;Sensor D;42.4;-85.3728
2;25.3;68.5;6.6;96.5;Sensor C;42.4;-85.3728
3;23.9;57.5;5.9;102.8;Sensor D;42.4;-85.3728
2;21.5;71.5;5.9;102.5;Sensor C;42.4;-85.3728
3;23.1;63.1;5.6;70.4;Sensor D;42.4;-85.3728
1;25.6;63.5;6.6;108.8;Sensor B;42.4;-85.3728
0;21.4;63.2;6.2;65.9;Sensor A;42.4;-85.3728
4;18.5;55.5;6.6;91;Sensor E;42.4;-85.3728
1;22.5;68;6.5;64.4;Sensor B;42.4;-85.3728
3;23;61.9;5.7;63;Sensor D;42.4;-85.3728
0;24.9;65.6;6.6;87.9;Sensor A;42.4;-85.3728
3;25.8;74.1;6.5;107.5;Sensor D;42.4;-85.3728
1;19.4;62.4;5.7;61;Sensor B;42.4;-85.3728
2;21.5;59.6;6.8;109.8;Sensor C;42.4;-85.3728
1;23.8;74.8;6.3;91.8;Sensor B;42.4;-85.3728
2;19;74.5;6.1;94.3;Sensor C;42.4;-85.3728
1;24.1;73.1;6.2;71.1;Sensor B;42.4;-85.3728
0;24.8;70;5.7;76.7;Sensor A;42.4;-85.3728
1;21.6;60.3;6.4;69.2;Sensor B;42.4;-85.3728
3;25.4;57.2;6;101.7;Sensor D;42.4;-85.3728
2;22.2;72.9;6.8;106.6;Sensor C;42.4;-85.3728
3;20.6;69;6.5;66.3;Sensor D;42.4;-85.3728
2;24.9;68.7;6.3;91.3;Sensor C;42.4;-85.3728
2;20;56.4;6.7;109;Sensor C;42.4;-85.3728
0;26;61.9;6.3;99.6;Sensor A;42.4;-85.3728
1;19.3;65.5;6.8;71.3;Sensor B;42.4;-85.3728
4;20.6;65.3;6.7;78.3;Sensor E;42.4;-85.3728
2;24.7;56.7;6.6;88.5;Sensor C;42.4;-85.3728
2;20.3;63.9;6.4;62.5;Sensor C;42.4;-85.3728
2;18.4;64.2;6.5;76.4;Sensor C;42.4;-85.3728
2;23.4;61.7;5.9;107.3;Sensor C;42.4;-85.3728
2;19.8;61.2;5.7;100.8;Sensor C;42.4;-85.3728
4;21.9;61.9;5.9;107.3;Sensor E;42.4;-85.3728
0;22.8;56.5;5.8;101.6;Sensor A;42.4;-85.3728
4;19.1;69;6.7;80.7;Sensor E;42.4;-85.3728
1;22;65.4;6.3;83.7;Sensor B;42.4;-85.3728
1;23.8;59.2;5.7;90;Sensor B;42.4;-85.3728
0;18.5;69;5.8;88.1;Sensor A;42.4;-85.3728
3;23.5;61.3;5.6;64.8;Sensor D;42.4;-85.3728
3;26.5;72.9;5.8;73.3;Sensor D;42.4;-85.3728
3;19.3;69.6;5.8;83.2;Sensor D;42.4;-85.3728
2;20.7;59.4;6.9;103.7;Sensor C;42.4;-85.3728
2;19.3;68;6.2;84.2;Sensor C;42.4;-85.3728
3;24.6;73.6;6.6;96.6;Sensor D;42.4;-85.3728
1;22.3;59.5;5.8;68;Sensor B;42.4;-85.3728
0;25.7;61.3;7;83.2;Sensor A;42.4;-85.3728
2;19.2;68.3;6.1;87.9;Sensor C;42.4;-85.3728
1;21.7;60.5;6.7;95.7;Sensor B;42.4;-85.3728
3;20.5;59.2;5.6;67.6;Sensor D;42.4;-85.3728
2;23.3;73.6;5.9;97.6;Sensor C;42.4;-85.3728
1;24.3;55.6;7;64.2;Sensor B;42.4;-85.3728
0;24.9;65.7;5.7;75.8;Sensor A;42.4;-85.3728
4;22.6;65.8;6.8;88.2;Sensor E;42.4;-85.3728
2;18;60.6;5.5;104.2;Sensor C;42.4;-85.3728
2;23.3;72.3;5.8;67.1;Sensor C;42.4;-85.3728
3;22.9;71.6;6.4;67.7;Sensor D;42.4;-85.3728
0;26;69.4;6.8;103.2;Sensor A;42.4;-85.3728
1;26.1;66.2;6.7;107.2;Sensor B;42.4;-85.3728
0;18.7;61.6;6.1;75;Sensor A;42.4;-85.3728
2;25.1;56;5.8;78.2;Sensor C;42.4;-85.3728
2;23.3;59.2;6.5;105;Sensor C;42.4;-85.3728
4;25.1;65.9;6.5;62.5;Sensor E;42.4;-85.3728
3;25.4;72.5;6.6;107.9;Sensor D;42.4;-85.3728
2;25.3;63.3;6.3;74.5;Sensor C;42.4;-85.3728
0;25;67.8;6.5;62.9;Sensor A;42.4;-85.3728
2;18.7;71.5;5.7;69.9;Sensor C;42.4;-85.3728
2;20.4;63.7;6.6;108.5;Sensor C;42.4;-85.3728
4;18.1;72.6;6.4;79;Sensor E;42.4;-85.3728
3;26.2;72;6.2;79.8;Sensor D;42.4;-85.3728
4;18.7;61.4;6.7;93.6;Sensor E;42.4;-85.3728
2;26.1;59.4;6.2;85.8;Sensor C;42.4;-85.3728
1;18.9;72.8;6.2;82.3;Sensor B;42.4;-85.3728
3;23.3;63.2;6.4;108.8;Sensor D;42.4;-85.3728
3;18.7;62.5;6.4;70.2;Sensor D;42.4;-85.3728
1;19.7;59.7;6.4;65.5;Sensor B;42.4;-85.3728
4;25.7;70.7;6.9;98.7;Sensor E;42.4;-85.3728
1;28.1;63.5;7.6;43.4;Sensor B;42.4;-85.3728
2;19.4;63.3;7.7;46.8;Sensor C;42.4;-85.3728
4;29.8;60.6;7.5;46.8;Sensor E;42.4;-85.3728
3;21.4;69.9;6.6;46.6;Sensor D;42.4;-85.3728
3;26.3;68.5;7.3;46.1;Sensor D;42.4;-85.3728
1;22.2;62.1;6.4;53.5;Sensor B;42.4;-85.3728
1;26.6;61;7.8;50.9;Sensor B;42.4;-85.3728
1;26.6;66.1;6.1;50.9;Sensor B;42.4;-85.3728
2;19.1;62.6;6.6;36.5;Sensor C;42.4;-85.3728
4;28.8;69.2;7.3;35.2;Sensor E;42.4;-85.3728
0;25.8;60.3;6.1;49.1;Sensor A;42.4;-85.3728
3;23.9;61.8;6.7;52.6;Sensor D;42.4;-85.3728
3;28.7;63.2;7.3;43;Sensor D;42.4;-85.3728
2;28.4;61.8;7.8;49;Sensor C;42.4;-85.3728
1;21.4;62.6;5.9;41.8;Sensor B;42.4;-85.3728
0;21.1;63.2;6.4;38.7;Sensor A;42.4;-85.3728
3;24;61.6;7.4;49.8;Sensor D;42.4;-85.3728
2;25.4;65.9;7.7;51.9;Sensor C;42.4;-85.3728
3;29;64.5;7.5;54.9;Sensor D;42.4;-85.3728
3;20.2;68.7;6.9;50.9;Sensor D;42.4;-85.3728
4;29.2;68;7.4;44.9;Sensor E;42.4;-85.3728
2;18.3;69.7;7.6;49.4;Sensor C;42.4;-85.3728
1;27.4;63.4;7.3;44.4;Sensor B;42.4;-85.3728
1;24.8;60.1;6.8;48.8;Sensor B;42.4;-85.3728
4;29.9;67.3;7.5;40.4;Sensor E;42.4;-85.3728
1;25.9;67.6;6.3;47.9;Sensor B;42.4;-85.3728
4;20;65.8;7.1;46.1;Sensor E;42.4;-85.3728
2;23;66.7;7.7;54.5;Sensor C;42.4;-85.3728
4;25.1;66.9;7.4;49;Sensor E;42.4;-85.3728
3;28.5;62.4;7.8;53.1;Sensor D;42.4;-85.3728
3;18.3;69.5;6.3;48.6;Sensor D;42.4;-85.3728
2;24.4;61.2;6.9;53.1;Sensor C;42.4;-85.3728
3;21.3;66.4;7.3;45.4;Sensor D;42.4;-85.3728
3;18.5;62.7;6.3;44.1;Sensor D;42.4;-85.3728
1;25.3;60.9;7.2;49.4;Sensor B;42.4;-85.3728
0;25.4;69.1;7.7;41;Sensor A;42.4;-85.3728
3;28.8;69.8;6.9;44.1;Sensor D;42.4;-85.3728
1;27.4;63.9;6.2;49.5;Sensor B;42.4;-85.3728
0;28.3;60.2;6.2;45.4;Sensor A;42.4;-85.3728
1;27.5;62;6.9;37.8;Sensor B;42.4;-85.3728
4;18.3;68.1;7;48.8;Sensor E;42.4;-85.3728
1;27.6;69.3;7;42.7;Sensor B;42.4;-85.3728
4;23.4;63.2;5.9;45.4;Sensor E;42.4;-85.3728
1;21;63.7;7.2;52.4;Sensor B;42.4;-85.3728
4;23.8;68;6.5;49.7;Sensor E;42.4;-85.3728
3;22.6;65.4;6.2;38.3;Sensor D;42.4;-85.3728
3;21.5;65.5;7.5;35.8;Sensor D;42.4;-85.3728
0;29.9;65.7;7;45;Sensor A;42.4;-85.3728
3;25.3;67.1;7;48.3;Sensor D;42.4;-85.3728
3;25.2;68.9;6.5;35;Sensor D;42.4;-85.3728
3;24.1;61.1;6.5;44.2;Sensor D;42.4;-85.3728
1;23.3;67.4;7.1;36.2;Sensor B;42.4;-85.3728
1;21.7;63.4;6.8;50.4;Sensor B;42.4;-85.3728
3;27.6;63.5;5.9;54.4;Sensor D;42.4;-85.3728
2;24.4;62.5;6.7;47.3;Sensor C;42.4;-85.3728
1;25;66.9;6.4;38.2;Sensor B;42.4;-85.3728
2;28.2;69.3;6.3;35.4;Sensor C;42.4;-85.3728
3;26;69.6;7.4;37.1;Sensor D;42.4;-85.3728
2;28;64.1;7.5;37.2;Sensor C;42.4;-85.3728
3;24.9;64;7.2;48.3;Sensor D;42.4;-85.3728
1;24;62.4;7;53.4;Sensor B;42.4;-85.3728
1;20.1;67.8;6.7;42.9;Sensor B;42.4;-85.3728
2;19.6;61.3;6.7;41.8;Sensor C;42.4;-85.3728
4;29.8;66.3;6.5;35.7;Sensor E;42.4;-85.3728
2;27.5;60.5;6.6;48.1;Sensor C;42.4;-85.3728
2;25.6;63.1;6.6;45.5;Sensor C;42.4;-85.3728
1;20.4;60.5;6.9;53.3;Sensor B;42.4;-85.3728
2;25.4;60.5;7.4;39.2;Sensor C;42.4;-85.3728
4;24.9;60.7;7.1;42.2;Sensor E;42.4;-85.3728
0;27.7;63.2;7.7;37.5;Sensor A;42.4;-85.3728
0;18.1;65.1;6.3;51.5;Sensor A;42.4;-85.3728
4;18.1;62.5;6.1;50.6;Sensor E;42.4;-85.3728
3;23.8;67.9;6.8;46.9;Sensor D;42.4;-85.3728
0;23.2;62.7;7.6;49.6;Sensor A;42.4;-85.3728
2;25.1;68.2;6.6;41.5;Sensor C;42.4;-85.3728
2;25.9;61.9;7.1;36.7;Sensor C;42.4;-85.3728
4;18.4;68.1;7.7;39;Sensor E;42.4;-85.3728
2;27.1;67;6.2;52.5;Sensor C;42.4;-85.3728
1;23.3;64.5;7.2;47;Sensor B;42.4;-85.3728
2;26.7;63;6.9;42.9;Sensor C;42.4;-85.3728
1;19.6;64.5;6.8;53;Sensor B;42.4;-85.3728
1;26.1;66.8;6.3;46.5;Sensor B;42.4;-85.3728
4;28;65.6;6.5;49.9;Sensor E;42.4;-85.3728
4;29.1;62.1;7;36.5;Sensor E;42.4;-85.3728
4;25.7;64.1;7.7;50.2;Sensor E;42.4;-85.3728
0;21.8;63.7;6.3;46.6;Sensor A;42.4;-85.3728
0;24.7;60.3;6.1;53.1;Sensor A;42.4;-85.3728
4;20.9;65.8;7;44.2;Sensor E;42.4;-85.3728
1;24.8;69;7.3;41.6;Sensor B;42.4;-85.3728
0;21.9;65.2;6;36.1;Sensor A;42.4;-85.3728
3;25.9;68.7;7.1;51;Sensor D;42.4;-85.3728
0;29.8;69.4;6.6;51.6;Sensor A;42.4;-85.3728
2;27.5;63.1;7.3;45.2;Sensor C;42.4;-85.3728
2;28;68.6;7.3;46.1;Sensor C;42.4;-85.3728
4;20.8;63.9;6.4;47.9;Sensor E;42.4;-85.3728
1;23.1;60.4;7;52.6;Sensor B;42.4;-85.3728
0;21.7;63.6;6.3;38.1;Sensor A;42.4;-85.3728
3;26.3;67.6;7.6;40.8;Sensor D;42.4;-85.3728
1;21;63.8;7.6;53.1;Sensor B;42.4;-85.3728
1;23.9;66.3;7.8;40.7;Sensor B;42.4;-85.3728
0;25.5;72.2;6;151.9;Sensor A;42.4;-85.3728
4;26.6;82.9;6;161.2;Sensor E;42.4;-85.3728
1;25.3;86.9;7.1;196.6;Sensor B;42.4;-85.3728
1;25.7;88.2;6.2;175.6;Sensor B;42.4;-85.3728
1;23.6;72;6.1;190.4;Sensor B;42.4;-85.3728
2;25.3;72;6.3;190.6;Sensor C;42.4;-85.3728
0;23.4;85.1;6.7;185.7;Sensor A;42.4;-85.3728
2;24.4;88.8;6.2;169.1;Sensor C;42.4;-85.3728
3;26.3;75.1;7.3;182.3;Sensor D;42.4;-85.3728
0;25.1;83.1;6.4;169.3;Sensor A;42.4;-85.3728
0;24.9;71.9;7.3;150.2;Sensor A;42.4;-85.3728
2;25.8;88.4;6;189.4;Sensor C;42.4;-85.3728
3;23.1;74.7;6.3;199.8;Sensor D;42.4;-85.3728
4;25;89;7;151.5;Sensor E;42.4;-85.3728
0;25.2;70.9;7.3;195.9;Sensor A;42.4;-85.3728
2;24.4;79.3;7;164.3;Sensor C;42.4;-85.3728
2;23.3;71.5;7.5;164.5;Sensor C;42.4;-85.3728
2;25.7;81.9;6.6;192;Sensor C;42.4;-85.3728
3;27;78.2;6.2;169.8;Sensor D;42.4;-85.3728
0;23.7;74.6;6.7;181.3;Sensor A;42.4;-85.3728
1;24.9;73.8;6.6;153.9;Sensor B;42.4;-85.3728
0;23.4;72.6;7.1;174.8;Sensor A;42.4;-85.3728
3;26.9;79.8;7;173.1;Sensor D;42.4;-85.3728
3;23.1;75;7.4;151.9;Sensor D;42.4;-85.3728
4;24.3;77.6;6.2;185;Sensor E;42.4;-85.3728
4;24.4;89.9;6.6;197.1;Sensor E;42.4;-85.3728
2;25.8;80.8;6.4;174.5;Sensor C;42.4;-85.3728
0;25.5;84.5;6.7;168.8;Sensor A;42.4;-85.3728
2;25.4;76.2;6.1;183.8;Sensor C;42.4;-85.3728
4;26.2;81.7;6.7;180.1;Sensor E;42.4;-85.3728
4;24.3;78.5;6.2;186.2;Sensor E;42.4;-85.3728
2;23.8;88;6.3;150.3;Sensor C;42.4;-85.3728
2;24.8;78.5;7.2;162.3;Sensor C;42.4;-85.3728
4;23.2;74.1;7.4;199.5;Sensor E;42.4;-85.3728
3;23.7;70.9;6.8;184.5;Sensor D;42.4;-85.3728
2;25.1;85.7;6.3;159.6;Sensor C;42.4;-85.3728
1;23.9;83.5;6.1;167.7;Sensor B;42.4;-85.3728
2;23.1;81.5;6.1;196.7;Sensor C;42.4;-85.3728
1;24.2;82.9;7.5;166.1;Sensor B;42.4;-85.3728
0;24.1;71.3;6.5;153.6;Sensor A;42.4;-85.3728
3;24.9;74.4;6.6;175.6;Sensor D;42.4;-85.3728
2;26.4;76.9;7.2;197.2;Sensor C;42.4;-85.3728
1;24.9;77;7.2;196.5;Sensor B;42.4;-85.3728
1;23.3;82.7;7.1;166.2;Sensor B;42.4;-85.3728
4;24.8;87.1;6.5;179.2;Sensor E;42.4;-85.3728
3;25;78.6;6.9;166.6;Sensor D;42.4;-85.3728
3;26.1;80.5;7.1;150.6;Sensor D;42.4;-85.3728
3;26;81.7;6.2;163.3;Sensor D;42.4;-85.3728
1;26.3;73.4;6.7;186.7;Sensor B;42.4;-85.3728
1;26.4;83.3;7.4;176.2;Sensor B;42.4;-85.3728
2;25.3;73.7;6.1;168;Sensor C;42.4;-85.3728
3;23.1;78.5;7.1;155.4;Sensor D;42.4;-85.3728
3;25.8;81.8;6.4;193.2;Sensor D;42.4;-85.3728
2;23.2;87.9;6.7;160.6;Sensor C;42.4;-85.3728
1;25.6;80;7.1;182.3;Sensor B;42.4;-85.3728
1;25.8;87.8;7.3;152.6;Sensor B;42.4;-85.3728
3;26.6;80.9;6.4;181.3;Sensor D;42.4;-85.3728
1;26.2;73;7.1;190;Sensor B;42.4;-85.3728
0;26.9;73.2;7;177.2;Sensor A;42.4;-85.3728
3;24.4;82.1;6.5;159.9;Sensor D;42.4;-85.3728
1;25.7;79.2;7.2;187.2;Sensor B;42.4;-85.3728
2;25;88.3;7.2;169.4;Sensor C;42.4;-85.3728
1;25.4;76.4;7.3;188.6;Sensor B;42.4;-85.3728
3;23.3;74.3;6.6;153.7;Sensor D;42.4;-85.3728
2;24;82.1;6.1;167.1;Sensor C;42.4;-85.3728
3;24.5;83.2;6.1;192.2;Sensor D;42.4;-85.3728
3;25.9;84.1;7.4;154.8;Sensor D;42.4;-85.3728
2;23.6;79.5;7.3;185.3;Sensor C;42.4;-85.3728
2;24.2;74.9;7.2;192.5;Sensor C;42.4;-85.3728
1;25.5;87;7.3;176.5;Sensor B;42.4;-85.3728
3;25;79.5;6.8;195.8;Sensor D;42.4;-85.3728
4;24.8;82.1;6.4;156.4;Sensor E;42.4;-85.3728
3;23.2;76.7;6.5;157.1;Sensor D;42.4;-85.3728
2;24.3;89.9;7.1;175.2;Sensor C;42.4;-85.3728
4;26.6;78;6.3;154.8;Sensor E;42.4;-85.3728
1;26.8;78.2;7.1;153.9;Sensor B;42.4;-85.3728
4;25.5;81.1;6.7;169.9;Sensor E;42.4;-85.3728
1;24.1;80.6;6.2;176.9;Sensor B;42.4;-85.3728
0;23.2;86.2;6.5;176.1;Sensor A;42.4;-85.3728
4;26.2;78.5;6.9;183.4;Sensor E;42.4;-85.3728
1;23.8;71.1;7.1;160.1;Sensor B;42.4;-85.3728
1;26.1;79.1;6.1;171.5;Sensor B;42.4;-85.3728
3;26.1;71.2;6.4;193.1;Sensor D;42.4;-85.3728
2;26.9;73.5;6.3;171.5;Sensor C;42.4;-85.3728
2;26.5;77.2;7.3;157.9;Sensor C;42.4;-85.3728
3;23.8;80.9;7.2;190.3;Sensor D;42.4;-85.3728
3;26.5;86.8;6.1;153;Sensor D;42.4;-85.3728
1;26.6;71;7.3;199.3;Sensor B;42.4;-85.3728
1;23.3;79.8;6.6;187.3;Sensor B;42.4;-85.3728
3;26.5;74;6.7;180.3;Sensor D;42.4;-85.3728
1;23.8;74.4;6;172.6;Sensor B;42.4;-85.3728
3;25.5;76;6.7;193.7;Sensor D;42.4;-85.3728
1;23.2;73.7;6.4;184.8;Sensor B;42.4;-85.3728
4;27;89.1;7.4;193.9;Sensor E;42.4;-85.3728
2;23.6;86.1;7;150.2;Sensor C;42.4;-85.3728
3;23.9;86.8;6.7;177.5;Sensor D;42.4;-85.3728
1;23.9;88.1;6.9;154.7;Sensor B;42.4;-85.3728
1;24.8;81.7;6.9;190.8;Sensor B;42.4;-85.3728
2;24.4;82.3;6.8;191;Sensor C;42.4;-85.3728
2;26.6;73.8;7.3;159.3;Sensor C;42.4;-85.3728
4;26.3;57.4;7.3;191.7;Sensor E;42.4;-85.3728
3;26.5;55.3;7.2;144.7;Sensor D;42.4;-85.3728
0;25.7;52.9;7.2;136.7;Sensor A;42.4;-85.3728
2;24.1;56.2;6.4;147.3;Sensor C;42.4;-85.3728
1;23.4;60.4;6.4;122.2;Sensor B;42.4;-85.3728
2;23.4;52.3;6.9;139.4;Sensor C;42.4;-85.3728
1;23.1;50.4;7;164.5;Sensor B;42.4;-85.3728
0;23.1;63.7;7.2;129.9;Sensor A;42.4;-85.3728
4;27.6;51.1;6.4;122.8;Sensor E;42.4;-85.3728
3;25.5;69.4;6.4;171.4;Sensor D;42.4;-85.3728
3;26.7;55.6;6.1;140.6;Sensor D;42.4;-85.3728
1;26.2;52.5;6.9;189.1;Sensor B;42.4;-85.3728
3;27;57.3;6.5;165.7;Sensor D;42.4;-85.3728
2;24.7;51.9;7;135.1;Sensor C;42.4;-85.3728
4;27.4;56;7.1;149;Sensor E;42.4;-85.3728
1;25.2;62.3;6.6;135;Sensor B;42.4;-85.3728
1;23.1;68;6.7;161.9;Sensor B;42.4;-85.3728
0;27.2;53;7.5;175.7;Sensor A;42.4;-85.3728
4;23.3;60.5;6.7;194.2;Sensor E;42.4;-85.3728
4;25.2;57.5;6;124.2;Sensor E;42.4;-85.3728
2;25.6;57.7;7.1;195.8;Sensor C;42.4;-85.3728
1;25.6;60.5;7.5;190.2;Sensor B;42.4;-85.3728
0;25.7;51.3;6.9;196.3;Sensor A;42.4;-85.3728
3;24.4;62.7;6.4;148.7;Sensor D;42.4;-85.3728
1;23.7;66.8;7.4;144.7;Sensor B;42.4;-85.3728
1;24.5;67;7.5;180.5;Sensor B;42.4;-85.3728
2;27.1;52.9;6.1;192.4;Sensor C;42.4;-85.3728
3;27.6;68.5;6.5;167.4;Sensor D;42.4;-85.3728
1;23.6;55.3;6;191.4;Sensor B;42.4;-85.3728
2;23.2;52.1;7;117.3;Sensor C;42.4;-85.3728
3;24.7;51.3;7.2;197.6;Sensor D;42.4;-85.3728
3;24.4;64.7;7.2;119.6;Sensor D;42.4;-85.3728
2;27.2;51.6;6.7;126.2;Sensor C;42.4;-85.3728
2;26.5;67.1;6.8;120.6;Sensor C;42.4;-85.3728
0;27;60.8;6.5;191.5;Sensor A;42.4;-85.3728
1;27.6;58.5;6.8;117.9;Sensor B;42.4;-85.3728
2;23.3;53;7.2;168.3;Sensor C;42.4;-85.3728
1;24.2;54.3;6.7;115.2;Sensor B;42.4;-85.3728
3;23.4;64.1;6.8;122.7;Sensor D;42.4;-85.3728
